OBJECTID,Route,Direction,Exit_Num,Ramp_Num,Beg_MP,End_MP,Speed_Limit,Name,Type,Shape__Length
1116,0013PM,P,,,9.249,12.034,55,13,M,4482.033158
1117,0013PM,P,,,7.798,8.452,40,13,M,1052.512415
1118,0013PM,P,,,3.341,5.912,55,13,M,4137.630625
1119,0096PM,P,,,0,5.558,55,96,M,8944.75131
1120,0012PM,P,,,87.548,92.435,60,12,M,7864.879921
1121,0040PM,P,,,86.343,86.966,30,40,M,1002.623779
1122,0012PM,P,,,79.752,83.539,55,12,M,6094.597524
1123,0118PM,P,,,9.229,10.182,55,118,M,1533.708813
1124,0018PM,P,,,12.775,19.876,65,18,M,11427.97489
1125,0012PM,P,,,71.783,72.737,55,12,M,1535.317276
1126,0130PM,P,,,41.762,42.715159,35,130,M,1533.963435
1127,0198PM,P,,,5.668,6.036,40,198,M,592.2396882
1128,0013PM,P,,,0,1.198,35,13,M,1927.998583
1129,0012PM,P,,,69.081,71.783,30,12,M,4348.455855
1130,0089PM,P,,,262.377,263.868,35,89,M,2399.544228
1131,0039PM,P,,,3.613,5.804,50,39,M,3526.079738
1132,0091PM,P,,,16.167,17.254,65,91,M,1749.359864
1133,0012PM,P,,,60.182,60.827,40,12,M,1038.028837
1134,0101PM,P,,,13.574,14.284,30,101,M,1142.636259
1135,0012PM,P,,,58.638,59.024,40,12,M,621.2083201
1136,0013PM,P,,,12.034,12.328,50,13,M,473.1479927
1137,0012PM,P,,,57.698,58.638,50,12,M,1512.78573
1138,0017PM,P,,,0,2.756,50,17,M,4435.361214
1139,0147PM,P,,,15.06,18.130868,35,147,M,4942.092907
1140,0013PM,P,,,2.658,3.341,40,13,M,1099.185254
1141,0056PM,P,,,25.026,25.68,55,56,M,1052.512798
1142,0012PM,P,,,41.447,57.698,60,12,M,26153.50203
1143,0089NM,N,,,0,1.546,50,89,M,2487.71451
1144,0089PM,P,,,63.098,63.229,45,89,M,210.8234192
1145,0012PM,P,,,40.42,41.447,30,12,M,1652.79902
1146,0023PM,P,,,6.45,6.654,45,23,M,328.3056279
1147,0133PM,P,,,1.196,1.586,45,133,M,627.6457613
1148,0040PM,P,,,144.002,144.959,30,40,M,1540.145482
1149,0018PM,P,,,19.876,20.767,40,18,M,1433.928143
1150,0012PM,P,,,29.655,40.42,60,12,M,17324.6239
1151,0065PM,P,,,0,2.471,50,65,M,3976.69728
1152,0198PM,P,,,0,0.913,45,198,M,1469.333807
1153,0186PM,P,,,2.901,5.125,35,186,M,3579.188638
1154,0132PM,P,,,54.999,56.012,30,132,M,1630.268701
1155,0035PM,P,,,31.402,32.541,50,35,M,1833.046933
1156,0024PM,P,,,116.946,117.3,55,24,M,569.7088399
1157,0032PM,P,,,20.372,21.333,35,32,M,1546.582685
1158,0015NM,N,,,64.756,141.729,80,15,M,123876.2839
1159,0132PM,P,,,34.85,41.753,55,132,M,11109.32343
1160,0079PM,P,,,1.974,3.453,45,79,M,2380.223581
1161,0089PM,P,,,165.474,179.12,65,89,M,21961.15169
1162,0012PM,P,,,28.865,29.655,40,12,M,1271.383885
1163,0055PM,P,,,2.054,2.506,40,55,M,727.4249333
1164,0012PM,P,,,22.081,25.248,60,12,M,5096.801888
1165,0012PM,P,,,15.015,17.183,50,12,M,3489.064938
1166,0126PM,P,,,16.518,20.634,55,126,M,6624.0725
1167,0089PM,P,,,5.519,7.589,55,89,M,3331.347989
1168,0089PM,P,,,277.746,278.762,35,89,M,1635.102519
1169,0089PM,P,,,378.523,380.671,30,89,M,3456.888313
1170,0028PM,P,,,41.293,42.349,45,28,M,1699.471411
1171,0019PM,P,,,0,3.361,40,19,M,5409.015831
1172,0080PM,P,,,125.883,155.842,65,80,M,48214.43338
1173,0012PM,P,,,14.624,15.015,40,12,M,629.2552116
1174,0015NM,N,,,144.068,244.136,80,15,M,161044.1579
1175,0012PM,P,,,60.827,69.081,60,12,M,13283.5523
1176,0012PM,P,,,13.331,14.624,55,12,M,2080.885569
1177,0012PM,P,,,7.313,13.331,65,12,M,9685.051444
1178,0024PM,P,,,61.282,67.241,65,24,M,9590.099443
1179,0031PM,P,,,0.663,8.643,40,31,M,12842.59017
1180,0068PM,P,,,60.978,62.743,45,68,M,2840.497429
1181,0070PM,P,,,70.725,74.895,70,70,M,6710.977162
1182,0030PM,P,,,51.357,54.642,65,30,M,5286.705901
1183,0024PM,P,,,55.111,55.987,35,24,M,1409.787667
1184,0012PM,P,,,0,2.505,55,12,M,4031.414914
1185,0010PM,P,,,47.801,48.43,45,10,M,1012.278974
1186,0087PM,P,,,27.952,28.811,45,87,M,1382.42949
1187,0198PM,P,,,3.912,5.178,35,198,M,2037.43345
1188,0010PM,P,,,48.43,49.137,55,10,M,1137.808506
1189,0171PM,P,,,1.569,5.604,45,171,M,6493.716183
1190,0024PM,P,,,10.427,10.58,50,24,M,246.2299498
1191,0089PM,P,,,308.219,324.854,55,89,M,26771.57751
1192,0164PM,P,,,0.247,2.741601,55,164,M,4014.67944
1193,0010PM,P,,,46.354,46.643,45,10,M,465.1024793
1194,0118PM,P,,,5.062,5.229,45,118,M,268.7615365
1195,0114PM,P,,,0,1.835,35,114,M,2953.151934
1196,0012PM,P,,,26.085,28.865,60,12,M,4473.984776
1197,0089PM,P,,,64.164,64.741,30,89,M,928.5937487
1198,0012PM,P,,,17.183,17.439,40,12,M,411.9922604
1199,0015PM,P,,,13.629,14.145,65,15,M,830.4219877
1200,0092PM,P,,,3.229,5.23,50,92,M,3220.302875
1201,0087PM,P,,,28.811,30.4,50,87,M,2557.252742
1202,0010PM,P,,,39.146,46.354,65,10,M,11600.17454
1203,0114PM,P,,,2.487,7.788,45,114,M,8531.150051
1204,0248PM,P,,,14.084,14.502036,35,248,M,672.7655191
1205,0063PM,P,,,1.515,2.64626,55,63,M,1820.590964
1206,0012PM,P,,,17.439,18.483,50,12,M,1680.158371
1207,0113PM,P,,,2.745,3.312,40,113,M,912.4991848
1208,0126PM,P,,,5.016,6.232,40,126,M,1956.965832
1209,0010PM,P,,,38.689,39.146,55,10,M,735.4715293
1210,0010PM,P,,,37.397,37.739,45,10,M,550.3975917
1211,0010PM,P,,,63.864,65.692,55,10,M,2941.887391
1212,0010PM,P,,,26.522,27.3,35,10,M,1252.071712
1213,0261PM,P,,,7.145,9.648,15,261,M,4028.196448
1214,0080NM,N,,,100.851,114.808,75,80,M,22461.65895
1215,0010PM,P,,,24.801,25.255,55,10,M,730.6430009
1216,0010PM,P,,,13.567,24.801,65,10,M,18079.40754
1217,0211PM,P,,,9.213,18.957217,50,211,M,15681.82897
1218,0046PM,P,,,14.265,18.917,60,46,M,7486.682949
1219,0072PM,P,,,11.634,15.879,55,72,M,6831.678478
1220,0010PM,P,,,37.739,38.689,35,10,M,1528.879698
1221,0010PM,P,,,13.235,13.567,65,10,M,534.3019587
1222,0010PM,P,,,11.898,12.182,45,10,M,457.0543556
1223,0048PM,P,,,0,2.117,40,48,M,3405.436706
1224,0190PM,P,,,7.062,15.376,45,190,M,13380.11294
1225,0117PM,P,,,8.041,8.278,45,117,M,381.4151973
1226,0010PM,P,,,0,11.898,65,10,M,19148.01336
1227,0024PM,P,,,117.3,160.511598,65,24,M,69542.46559
1228,0010PM,P,,,27.702,37.397,65,10,M,15602.62074
1229,0013PM,P,,,1.846,2.658,35,13,M,1306.788894
1230,0040NM,N,,,1.045,3.164,55,40,M,3410.206361
1231,0009PM,P,,,30.679,44.876,30,9,M,22847.90248
1232,0089PM,P,,,348.235,348.966,30,89,M,1176.436228
1233,0035PM,P,,,42.853,61.866228,55,35,M,30598.88709
1234,0059PM,P,,,10.599,19.255,65,59,M,13930.50918
1235,0009PM,P,,,27.387,29.533,40,9,M,3453.659514
1236,0050PM,P,,,157.354,157.61,50,50,M,411.9950754
1237,0009PM,P,,,19.013,19.626,55,9,M,986.5293129
1238,0081PM,P,,,1.745,2.489074,35,81,M,1197.473005
1239,0060PM,P,,,6.171,7.420704,45,60,M,2011.207373
1240,0046PM,P,,,18.917,20.122,40,46,M,1939.263943
1241,0010PM,P,,,65.692,68.056,45,10,M,3804.496604
1242,0009PM,P,,,17.608,19.013,45,9,M,2261.132735
1243,0198PM,P,,,13.697,15.752847,45,198,M,3308.571567
1244,0040PM,P,,,142.157,143.33,45,40,M,1887.764583
1245,0009PM,P,,,12.783,14.545,55,9,M,2835.669491
1246,0077PM,P,,,4.043,6.635,50,77,M,4171.428325
1247,0017PM,P,,,2.756,4.338,40,17,M,2545.986747
1248,0203PM,P,,,5.414,6.139196,50,203,M,1167.092372
1249,0009PM,P,,,17.101,17.608,55,9,M,815.940305
1250,0130PM,P,,,10.422,41.762,65,130,M,50436.94139
1251,0009PM,P,,,8.387,9.003,40,9,M,991.3571566
1252,0095PM,P,,,0,25.462,65,95,M,40977.19959
1253,0101PM,P,,,3.5,4.45,40,101,M,1528.879664
1254,0161PM,P,,,0,0.91,55,161,M,1464.505786
1255,0009PM,P,,,4.253,7.313,55,9,M,4924.601634
1256,0015NM,N,,,244.136,259.159,75,15,M,24177.22227
1257,0077PM,P,,,0,0.708,45,77,M,1139.417633
1258,0023PM,P,,,0.404,2.591,35,23,M,3519.641936
1259,0023PM,P,,,2.591,2.891,45,23,M,482.8043635
1260,0089PM,P,,,77.848,81.199,55,89,M,5392.922647
1261,0089PM,P,,,431.449,433.282,50,89,M,2949.942828
1262,0118PM,P,,,5.229,6.052,35,118,M,1324.492515
1263,0010PM,P,,,25.255,26.522,45,10,M,2039.043323
1264,0016PM,P,,,20.736,20.955,40,16,M,352.4464488
1265,0151PM,P,,,0,2.618,40,151,M,4213.270986
1266,0009PM,P,,,0,3.668,60,9,M,5903.085587
1267,0133PM,P,,,6.123,7.174329,35,133,M,1691.952918
1268,0016PM,P,,,20.272,20.736,30,16,M,746.737799
1269,0224PM,P,,,11.006,11.652447,45,224,M,1040.357812
1270,0007PM,P,,,18.06,18.354984,55,7,M,474.7314584
1271,0007NM,N,,,0,2.653,45,7,M,4269.59776
1272,0012PM,P,,,20.579,21.576,40,12,M,1604.518503
1273,0191PM,P,,,124.833,125.408,35,191,M,925.374746
1274,0022PM,P,,,2.085,3.021,30,22,M,1506.349632
1275,0010PM,P,,,27.3,27.702,45,10,M,646.9576276
1276,0010PM,P,,,12.182,12.994,35,10,M,1306.790099
1277,0089PM,P,,,86.648,89.438,55,89,M,4490.079053
1278,0009PM,P,,,10.103,12.783,40,9,M,4313.050742
1279,0023PM,P,,,10.164,15.753,60,23,M,8994.641369
1280,0006PM,P,,,247.587,248.424,45,6,M,1347.024078
1281,0032PM,P,,,21.333,21.99,45,32,M,1057.341625
1282,0102PM,P,,,15.423,16.02,40,102,M,960.7803782
1283,0104PM,P,,,1.872,2.616,45,104,M,1195.996285
1284,0106PM,P,,,6.823,7.422,35,106,M,963.9992622
1285,0252PM,P,,,4.276,6.568,55,252,M,3688.624374
1286,0060PM,P,,,0.676,3.082,35,60,M,3872.088564
1287,0009PM,P,,,7.313,8.387,45,9,M,1728.439681
1288,0016PM,P,,,19.403,19.96,55,16,M,896.4060308
1289,0087PM,P,,,0.7,1.495,50,87,M,1279.430889
1290,0012PM,P,,,85.545,87.548,40,12,M,3223.521429
1291,0084NM,N,,,81.161,91.95,70,84,M,17363.24715
1292,0012PM,P,,,5.028,7.313,55,12,M,3677.358011
1293,0007NM,N,,,2.653,5.665712,65,7,M,4848.501056
1294,0271PM,P,,,0,3.354,55,271,M,5397.750827
1295,0006PM,P,,,233.821,241.963,65,6,M,13103.3041
1296,0013PM,P,,,8.452,9.249,50,13,M,1282.64916
1297,0010PM,P,,,12.994,13.235,45,10,M,387.8534457
1298,0006PM,P,,,246.489,247.587,40,6,M,1767.063388
1299,0051PM,P,,,0,0.662,45,51,M,1065.387588
1300,0311PM,P,,,0,2.382,50,311,M,3833.465362
1301,0006PM,P,,,233.184,233.821,55,6,M,1025.15428
1302,0009PM,P,,,14.545,17.101,65,9,M,4113.491131
1303,0015NM,N,,,141.729,144.068,75,15,M,3764.262884
1304,0291PM,P,,,0,0.571535,,291,M,919.7971356
1305,0006PM,P,,,230.594,233.184,10,6,M,4168.209002
1306,0068PM,P,,,68.408,70.234,35,68,M,2938.667356
1307,0059PM,P,,,20.67,21.87,40,59,M,1931.216356
1308,0084NM,N,,,96.039,114.763,75,84,M,30133.41689
1309,0189PM,P,,,18.517,22.529,60,189,M,6456.69988
1310,0006PM,P,,,228.649,230.594,55,6,M,3130.181039
1311,0024PM,P,,,69.745,79.216,55,24,M,15242.12821
1312,0102PM,P,,,17.737,19.726,55,102,M,3200.991968
1313,0023PM,P,,,7.865,8.199,45,23,M,537.5222412
1314,0065PM,P,,,14.104,27.045,55,65,M,20826.56218
1315,0021PM,P,,,0.961,1.677,40,21,M,1152.293032
1316,0006PM,P,,,241.963,246.3,60,6,M,6979.739759
1317,0066PM,P,,,9.307,11.65,50,66,M,3770.701021
1318,0256PM,P,,,0,1.436,55,256,M,2311.022805
1319,0191PM,P,,,38.909,40.269,50,191,M,2188.712009
1320,0101PM,P,,,6.772,7.926,25,101,M,1857.186534
1321,0016PM,P,,,0,9.724,65,16,M,15649.29245
1322,0021PM,P,,,106.777,107.08,45,21,M,487.6313255
1323,0051PM,P,,,2.923,3.196,40,51,M,439.3522682
1324,0006PM,P,,,221.042,228.649,60,6,M,12242.30299
1325,0121PM,P,,,9.429,9.81,40,121,M,613.1617537
1326,0012PM,P,,,21.576,22.081,50,12,M,812.7206911
1327,0006PM,P,,,175.161,182.139,60,6,M,11230.02547
1328,0056PM,P,,,31.376,31.691,55,56,M,506.9438849
1329,0024PM,P,,,56.461,57.706,55,24,M,2003.636819
1330,0089PM,P,,,276.978,277.746,45,89,M,1235.98219
1331,0142PM,P,,,16.668,17.320437,40,142,M,1049.998257
1332,0013PM,P,,,1.198,1.846,30,13,M,1042.856769
1333,0024PM,P,,,94.987,112.707,65,24,M,28517.63383
1334,0079PM,P,,,0.947,1.974,55,79,M,1652.80098
1335,0089PM,P,,,486.721,491.443,55,89,M,7599.361535
1336,0058PM,P,,,0,0.897,35,58,M,1443.584254
1337,0006PM,P,,,173.659,175.161,50,6,M,2417.239581
1338,0012PM,P,,,92.435,113.662,40,12,M,34161.61373
1339,0271PM,P,,,4.214,5.585374,55,271,M,2207.016022
1340,0029PM,P,,,18.384,19.952,50,29,M,2523.457163
1341,0143PM,P,,,9.001,13.071,40,143,M,6550.04277
1342,0045PM,P,,,37.167,38.26,40,45,M,1759.016289
1343,0132PM,P,,,5.509,32.114,65,132,M,42816.6827
1344,0006PM,P,,,159.076,173.659,35,6,M,23469.11073
1345,0006PM,P,,,158.792,159.076,50,6,M,457.0551356
1346,0270PM,P,,,0,0.750341,30,270,M,1207.558676
1347,0154PM,P,,,21.576,24.017,55,154,M,3928.417214
1348,0040PM,P,,,87.295,87.744,45,40,M,722.5965807
1349,0012PM,P,,,2.505,5.028,45,12,M,4060.383449
1350,0087PM,P,,,23.013,27.952,55,87,M,7948.56585
1351,0040PM,P,,,16.297,17.851,35,40,M,2500.925977
1352,0006PM,P,,,152.465,153.15,40,6,M,1102.401813
1353,0054PM,P,,,0.578,1.342527,45,54,M,1230.389133
1354,0006PM,P,,,150.219,152.465,65,6,M,3614.593857
1355,0021PM,P,,,78.135,79.668,55,21,M,2467.129078
1356,0072PM,P,,,4.291,4.95,30,72,M,1060.559634
1357,0010PM,P,,,46.643,47.801,35,10,M,1863.624151
1358,0006PM,P,,,250.926,300.958175,65,6,M,80519.14095
1359,0006PM,P,,,149.61,150.219,50,6,M,980.0923976
1360,0105PM,P,,,0,1.125683,35,105,M,1811.614641
1361,0012PM,P,,,72.737,79.752,35,12,M,11289.57092
1362,0149PM,P,,,0,4.157,55,149,M,6690.056243
1363,0009PM,P,,,26.689,27.387,55,9,M,1123.324927
1364,0121PM,P,,,26.624,35.521,60,121,M,14318.3626
1365,0006PM,P,,,144.006,149.61,65,6,M,9018.781405
1366,0008PM,P,,,0,1.313375,40,8,M,2113.676393
1367,0024PM,P,,,67.85,69.164,30,24,M,2114.682484
1368,0036PM,P,,,65.025,66.197811,55,36,M,1887.458928
1369,0015NM,N,,,18.308,41.474,80,15,M,37282.1382
1370,0121PM,P,,,35.521,35.926,55,121,M,651.7856096
1371,0115PM,P,,,0.934,1.655,45,115,M,1160.339189
1372,0143PM,P,,,2.991,3.251,35,143,M,418.4303073
1373,0032PM,P,,,10.153,11.008,35,32,M,1375.992663
1374,0154PM,P,,,11.895,19.195,55,154,M,11748.23529
1375,0015PM,P,,,141.868,241.916,80,15,M,161011.9707
1376,0264PM,P,,,4.295,8.303,45,264,M,6450.263779
1377,0056PM,P,,,31.691,55.618,65,56,M,38506.85094
1378,0036PM,P,,,51.081,52.754,55,36,M,2692.439278
1379,0006PM,P,,,141.08,144.006,60,6,M,4708.950373
1380,0121PM,P,,,23.545,24.009,40,121,M,746.7369311
1381,0032PM,P,,,27.123,27.907,45,32,M,1261.727665
1382,0039PM,P,,,5.804,6.46,40,39,M,1055.73258
1383,0159PM,P,,,0,8.024835,65,159,M,12914.74671
1384,0012PM,P,,,83.539,85.545,35,12,M,3228.351616
1385,0030PM,P,,,54.642,56.409,55,30,M,2843.716407
1386,0006PM,P,,,140.6,141.08,40,6,M,772.4867262
1387,0070PM,P,,,74.895,138.822,80,70,M,102880.7399
1388,0101PM,P,,,4.45,4.873,35,101,M,680.753365
1389,0006PM,P,,,139.507,140.6,30,6,M,1759.017036
1390,0162PM,P,,,13.953,15.048,35,162,M,1762.23529
1391,0006PM,P,,,153.15,155.872,65,6,M,4380.643451
1392,0050PM,P,,,131.363,131.616,50,50,M,407.1672846
1393,0021PM,P,,,0,0.961,65,21,M,1546.582646
1394,0050PM,P,,,130.119,131.363,35,50,M,2002.037349
1395,0165PM,P,,,8.674,10.108,55,165,M,2307.804429
1396,0006PM,P,,,139.256,139.507,45,6,M,403.9452577
1397,0090PM,P,,,0,0.556,40,90,M,894.7972514
1398,0006PM,P,,,249.824,250.926,55,6,M,1773.500123
1399,0132PM,P,,,56.166,58.998,60,132,M,4557.671039
1400,0006PM,P,,,87.716,89.692,30,6,M,3180.069697
1401,0006PM,P,,,248.424,249.824,50,6,M,2253.086407
1402,0089PM,P,,,428.489,431.449,55,89,M,4763.681748
1403,0028PM,P,,,37.891,38.231,55,28,M,547.1783924
1404,0009PM,P,,,29.533,30.679,35,9,M,1844.311038
1405,0009PM,P,,,44.876,57.112374,55,9,M,19692.57552
1406,0089PM,P,,,242.371,242.803,55,89,M,695.2400444
1407,0018PM,P,,,7.166,12.251,65,18,M,8183.531417
1408,0120PM,P,,,2.972,3.874461,45,120,M,1452.372692
1409,0018PM,P,,,20.767,34.325,65,18,M,21819.53001
1410,0021PM,P,,,77.341,77.801,35,21,M,740.2993631
1411,0050PM,P,,,116.211,116.818,45,50,M,976.8733959
1412,0006PM,P,,,155.872,158.792,60,6,M,4699.293498
1413,0101PM,P,,,6.046,6.772,45,101,M,1168.38635
1414,0036PM,P,,,52.754,53.05,45,36,M,476.3661145
1415,0031PM,P,,,46.897,47.707673,40,31,M,1304.654415
1416,0012PM,P,,,25.248,26.085,40,12,M,1347.024533
1417,0007PM,P,,,0,18.06,65,7,M,29064.81141
1418,0061PM,P,,,0.738,4.574,55,61,M,6173.455757
1419,0045PM,P,,,36.442,37.167,50,45,M,1166.777506
1420,0006PM,P,,,90.632,104.37,65,6,M,22109.21177
1421,0077PM,P,,,6.635,7.48,40,77,M,1359.897978
1422,0006PM,P,,,83.48,87.439,55,6,M,6371.405295
1423,0006PM,P,,,82.087,82.383,55,6,M,476.3670556
1424,0010PM,P,,,68.056,68.855544,30,10,M,1286.74393
1425,0097PM,P,,,3.15,5.331586,35,97,M,3510.929705
1426,0089NM,N,,,3.285,5.738843,60,89,M,3949.870666
1427,0089PM,P,,,242.803,249.766,65,89,M,11205.92123
1428,0012PM,P,,,59.024,60.182,30,12,M,1863.623758
1429,0006PM,P,,,27.822,82.087,65,6,M,87331.22606
1430,0006PM,P,,,246.3,246.489,50,6,M,304.1661988
1431,0060PM,P,,,3.082,6.171,40,60,M,4971.273825
1432,0006PM,P,,,89.692,90.632,45,6,M,1512.786556
1433,0068PM,P,,,70.234,70.797799,40,68,M,907.3493941
1434,0009PM,P,,,9.003,10.103,30,9,M,1770.281989
1435,0073PM,P,,,21.293,24.879,65,73,M,5771.118674
1436,0257PM,P,,,65.764,66.903,40,257,M,1833.047104
1437,0089PM,P,,,413.378,415.263,35,89,M,3033.629539
1438,0012PM,P,,,18.483,20.579,55,12,M,3373.192934
1439,0006PM,P,,,105.531,139.256,65,6,M,54275.23551
1440,0006PM,P,,,104.37,105.13,50,6,M,1223.104882
1441,0006PM,P,,,105.13,105.531,55,6,M,645.3477123
1442,0118PM,P,,,0.18,0.563,40,118,M,616.3788757
1443,0158PM,P,,,0,0.734,45,158,M,1181.261293
1444,0137PM,P,,,0,0.605,35,137,M,973.6542814
1445,0022PM,P,,,3.021,6.870971,55,22,M,6195.940536
1446,0062PM,P,,,12.452,31.413,65,62,M,30514.83353
1447,0040PM,P,,,113.696,114.12,40,40,M,682.3628941
1448,0016PM,P,,,10.707,19.403,65,16,M,13994.88346
1449,0019PM,P,,,3.361,4.577193,55,19,M,1957.277777
1450,0117PM,P,,,9.342,11.521,60,117,M,3506.768184
1451,0030PM,P,,,124.515,135.755093,65,30,M,18089.9153
1452,0006PM,P,,,182.139,221.042,65,6,M,62608.4354
1453,0161PM,P,,,0.91,1.196,35,161,M,460.2732475
1454,0035PM,P,,,2.89,5.3,45,35,M,3878.526468
1455,0102PM,P,,,16.756,17.737,50,102,M,1578.769877
1456,0044PM,P,,,24.774,27.366,55,44,M,4171.427875
1457,0009PM,P,,,3.668,4.253,50,9,M,941.4686331
1458,0045PM,P,,,38.26,39.985712,35,45,M,2777.269505
1459,0006PM,P,,,27.111,27.822,50,6,M,1144.246404
1460,0021PM,P,,,76.389,77.015,30,21,M,1007.450891
1461,0009PM,P,,,19.626,26.689,65,9,M,11366.81903
1462,0140PM,P,,,0,0.928188,,140,M,1493.776953
1463,0006PM,P,,,82.383,83.48,40,6,M,1765.453655
1464,0016PM,P,,,9.724,10.707,40,16,M,1581.988486
1465,0006PM,P,,,24.506,25.255,50,6,M,1205.400594
1466,0006PM,P,,,87.439,87.716,40,6,M,445.7898836
1467,0099PM,P,,,2.813,3.496,40,99,M,1099.184037
1468,0040PM,P,,,149.062,150.305,55,40,M,2000.418287
1469,0071PM,P,,,0,2.979,40,71,M,4794.244811
1470,0117PM,P,,,0,1.183,40,117,M,1903.858442
1471,0012PM,P,,,113.662,123.21808,50,12,M,15379.05089
1472,0264PM,P,,,0,0.706,35,264,M,1136.19914
1473,0006PM,P,,,0,24.506,65,6,M,39438.66331
1474,0013PM,P,,,13.993,33.182706,55,13,M,30882.90036
1475,0165PM,P,,,0.52,0.971,40,165,M,725.8151587
1476,0013PM,P,,,5.912,7.798,60,13,M,3035.230139
1477,0006NM,N,,,0,3.337027,65,6,M,5370.435904
1478,0099PM,P,,,0,1.548,40,99,M,2491.269836
1479,0112PM,P,,,0,0.648,40,112,M,1042.856832
1480,0010PM,P,,,49.137,63.864,65,10,M,23700.85612
1481,0006PM,P,,,25.255,27.111,35,6,M,2986.948417
